,faturamento_total,faturamento_id,n_total_vendas,fat_fds,fat_semana,loja_maior_faturamento,loja_menor_faturamento,dia_maior_fat,total_vendas_fdsRJ,total_vendas_semanaRJ,total_vendasRJ,perct_vendas_fdsRJ,gastos_fdsRJ,gastos_totalRJ,perct_gastos_fdsRJ
0,13747940.13,12202226.879999999,14619,3092634.48,13747940.129999999,6361373-RJ,3234666-RJ,31/8/2018 - Sexta,887,3514,4401,20.15,1097666.58,6179551.72,17.76
